# Team 0: Flushed Faces, Team 1: DeepBluffs
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
11,Pre-Flop,1,14,-14,CALL,0,"['7d', 'Ah']","['As', '7s']","['5s', '6h']",,,1,1
11,Pre-Flop,0,14,-14,CHECK,0,"['7d', 'Ah']","['As', '7s']","['5s', '6h']",,,2,2
11,Flop,1,14,-14,CHECK,0,"['7d', 'Ah']","['As', '7s']","['5s', '6h', '9d']",,,2,2
11,Flop,0,14,-14,CHECK,0,"['7d', 'Ah']","['As', '7s']","['5s', '6h', '9d']",,,2,2
11,Turn,1,14,-14,CHECK,0,"['7d', 'Ah']","['As', '7s']","['5s', '6h', '9d', '3s']",,,2,2
11,Turn,0,14,-14,CHECK,0,"['7d', 'Ah']","['As', '7s']","['5s', '6h', '9d', '3s']",,,2,2
11,River,1,14,-14,CHECK,0,"['7d', 'Ah']","['As', '7s']","['5s', '6h', '9d', '3s', '5d']",,,2,2
11,River,0,14,-14,CHECK,0,"['7d', 'Ah']","['As', '7s']","['5s', '6h', '9d', '3s', '5d']",,,2,2
12,Pre-Flop,0,14,-14,CALL,0,"['5d', '7d']","['8d', '7s']","['6d', 'Ad']",,,1,1
12,Pre-Flop,1,14,-14,CHECK,0,"['5d', '7d']","['8d', '7s']","['6d', 'Ad']",,,2,2
12,Flop,0,14,-14,RAISE,64,"['5d', '7d']","['8d', '7s']","['6d', 'Ad', '4s']",,,2,2
12,Flop,1,14,-14,FOLD,0,"['5d', '7d']","['8d', '7s']","['6d', 'Ad', '4s']",,,2,2
13,Pre-Flop,1,16,-16,FOLD,0,"['4h', '9h']","['6d', '5h']","['5s', '9d']",,,1,1
14,Pre-Flop,0,17,-17,CALL,0,"['6d', '6h']","['3d', '8h']","['Ah', '4s']",,,1,1
14,Pre-Flop,1,17,-17,CHECK,0,"['6d', '6h']","['3d', '8h']","['Ah', '4s']",,,2,2
14,Flop,0,17,-17,RAISE,20,"['6d', '6h']","['3d', '8h']","['Ah', '4s', 'Ad']",,,2,2
14,Flop,1,17,-17,DISCARD,0,"['6d', '6h']","['3d', '8h']","['Ah', '4s', 'Ad']",,,2,2
14,Flop,1,17,-17,FOLD,0,"['6d', '6h']","['9s', '8h']","['Ah', '4s', 'Ad']",,3d,2,2
15,Pre-Flop,1,19,-19,CALL,0,"['2s', 'Ad']","['9h', '7d']","['5d', '3s']",,,1,1
15,Pre-Flop,0,19,-19,DISCARD,0,"['2s', 'Ad']","['9h', '7d']","['5d', '3s']",,,2,2
15,Pre-Flop,0,19,-19,CHECK,0,"['5s', 'Ad']","['9h', '7d']","['5d', '3s']",2s,,2,2
15,Flop,1,19,-19,CHECK,0,"['5s', 'Ad']","['9h', '7d']","['5d', '3s', '4s']",2s,,2,2
15,Flop,0,19,-19,CHECK,0,"['5s', 'Ad']","['9h', '7d']","['5d', '3s', '4s']",2s,,2,2
15,Turn,1,19,-19,CHECK,0,"['5s', 'Ad']","['9h', '7d']","['5d', '3s', '4s', '4d']",2s,,2,2
